,Dimer ID,Time (ps),Mean Distance,Centroid Distance,Distance of Wing Roots,Angle of Wing1,Angle of Wing2,Theta_n,Theta_w
622,N,62.2,7.23,5.57,7.22,75.24,85.08,2.34,43.24
623,N,62.3,7.21,5.54,7.2,74.31,85.88,1.82,43.05
624,N,62.4,7.18,5.5,7.11,73.55,87.14,2.07,42.58
625,N,62.5,7.17,5.5,7.11,72.84,88.43,2.79,42.21
626,N,62.6,7.17,5.53,7.1,73.25,88.72,2.65,41.86
627,N,62.7,7.14,5.54,7.12,73.1,88.79,3.71,41.27
628,N,62.8,7.11,5.54,7.16,73.99,89.87,4.91,40.98
629,N,62.9,7.13,5.59,7.17,74.61,90.89,4.52,40.95
630,N,63.0,7.15,5.63,7.18,74.79,91.58,5.94,41.22
631,N,63.1,7.13,5.64,7.23,74.89,91.7,7.41,40.92
632,N,63.2,7.1,5.63,7.15,74.16,91.37,6.45,40.64
633,N,63.3,7.07,5.62,7.16,72.8,90.42,4.86,40.96
634,N,63.4,7.06,5.62,7.11,72.63,89.61,5.0,40.79
635,N,63.5,6.97,5.55,7.04,72.3,89.47,5.3,40.15
636,N,63.6,6.88,5.46,6.9,73.27,89.97,5.97,39.56
637,N,63.7,6.8,5.4,6.85,74.22,90.48,6.73,38.89
638,N,63.8,6.78,5.4,6.81,74.03,89.84,6.59,38.51
639,N,63.9,6.77,5.4,6.87,74.08,88.41,9.01,38.34
640,N,64.0,6.74,5.4,7.0,74.15,87.43,10.38,38.6
641,N,64.1,6.81,5.47,7.01,74.6,86.57,10.16,38.4
642,N,64.2,6.82,5.5,7.01,75.82,84.74,9.87,38.13
643,N,64.3,6.83,5.49,7.02,76.93,83.89,9.44,38.73
644,N,64.4,6.89,5.54,7.08,77.36,83.3,9.11,39.92
645,N,64.5,6.93,5.57,7.16,77.22,83.01,9.41,40.62
646,N,64.6,6.92,5.55,7.12,77.88,83.07,8.89,40.45
647,N,64.7,6.91,5.53,7.06,78.58,82.9,8.49,40.01
648,N,64.8,6.97,5.52,6.99,78.67,82.27,6.75,40.38
649,N,64.9,7.02,5.52,7.01,79.51,82.42,4.74,41.27
650,N,65.0,7.07,5.52,7.04,79.48,82.8,4.22,41.98
651,N,65.1,7.12,5.52,7.03,78.85,82.16,2.87,42.74
652,N,65.2,7.17,5.52,7.04,78.69,81.64,1.27,43.66
653,N,65.3,7.2,5.5,7.11,78.78,81.61,0.69,44.71
654,N,65.4,7.18,5.46,7.12,78.67,81.74,2.08,44.77
655,N,65.5,7.25,5.48,7.1,78.57,81.54,2.64,44.97
656,N,65.6,7.26,5.49,7.06,79.16,81.16,1.81,44.91
657,N,65.7,7.25,5.48,7.07,78.93,82.17,1.65,43.99
658,N,65.8,7.22,5.47,7.18,77.33,82.86,3.65,43.8
659,N,65.9,7.22,5.49,7.2,77.14,83.7,5.13,43.95
660,N,66.0,7.25,5.54,7.22,76.65,85.14,4.79,43.72
661,N,66.1,7.24,5.56,7.24,75.86,85.47,5.77,43.56
662,N,66.2,7.21,5.56,7.33,75.58,85.5,6.31,43.37
663,N,66.3,7.18,5.59,7.27,74.84,86.34,4.92,42.76
664,N,66.4,7.17,5.61,7.3,73.17,86.42,4.04,42.19
665,N,66.5,7.13,5.62,7.18,72.01,87.44,4.45,40.94
666,N,66.6,7.07,5.61,7.14,71.23,88.65,4.27,40.13
667,N,66.7,7.0,5.59,7.11,71.12,88.76,4.42,39.66
668,N,66.8,6.89,5.53,7.01,72.1,88.98,4.51,38.87
669,N,66.9,6.81,5.48,6.89,72.41,89.18,4.87,37.51
670,N,67.0,6.75,5.48,6.86,72.66,89.24,6.0,37.19
671,N,67.1,6.76,5.53,6.93,72.96,88.99,6.67,36.47
672,N,67.2,6.76,5.57,6.93,72.64,89.19,7.51,35.72
673,N,67.3,6.78,5.62,6.87,73.19,88.77,5.43,34.89
674,N,67.4,6.76,5.62,6.97,74.52,88.49,5.82,35.13
675,N,67.5,6.76,5.62,6.95,74.56,87.99,5.91,35.59
676,N,67.6,6.8,5.65,6.95,75.27,88.0,5.84,36.03
677,N,67.7,6.81,5.67,7.04,75.03,88.63,6.54,36.26
678,N,67.8,6.82,5.66,7.06,74.73,89.22,6.22,36.85
679,N,67.9,6.84,5.61,7.04,75.01,88.55,5.94,36.76
680,N,68.0,6.88,5.62,7.02,75.55,88.35,6.17,36.86
681,N,68.1,6.95,5.65,7.12,75.99,87.65,6.61,37.74
682,N,68.2,6.98,5.63,7.07,76.69,86.35,5.85,38.35
683,N,68.3,6.97,5.56,7.03,77.33,85.94,5.6,39.33
684,N,68.4,6.99,5.53,7.04,78.5,85.97,5.94,40.58
685,N,68.5,7.05,5.51,7.1,78.15,85.09,4.66,41.69
686,N,68.6,7.1,5.48,7.08,78.08,84.69,4.55,42.83
687,N,68.7,7.13,5.46,7.09,78.37,84.29,5.17,43.26
688,N,68.8,7.2,5.48,7.11,78.17,84.34,5.13,43.34
689,N,68.9,7.27,5.51,7.11,77.66,83.4,4.35,43.66
690,N,69.0,7.32,5.51,7.17,77.52,82.1,4.3,45.29
691,N,69.1,7.3,5.47,7.21,76.94,82.77,2.49,46.31
692,N,69.2,7.31,5.45,7.13,76.93,83.79,0.96,46.62
693,N,69.3,7.33,5.46,7.1,76.86,83.22,1.1,46.99
694,N,69.4,7.31,5.46,7.2,77.08,82.05,1.49,47.7
695,N,69.5,7.31,5.46,7.22,77.06,80.64,2.02,47.18
696,N,69.6,7.25,5.45,7.22,77.54,79.61,3.24,46.13
697,N,69.7,7.19,5.43,7.08,78.05,79.75,4.74,44.44
698,N,69.8,7.14,5.43,7.05,78.77,80.3,6.39,43.25
699,N,69.9,7.08,5.41,7.11,78.51,80.3,7.95,42.83
700,N,70.0,6.99,5.39,7.16,78.93,80.25,8.56,42.62
701,N,70.1,6.93,5.4,7.08,78.88,81.07,8.82,41.29
702,N,70.2,6.88,5.41,7.02,78.32,81.75,8.76,40.46
703,N,70.3,6.87,5.45,7.05,77.22,81.39,8.56,40.43
704,N,70.4,6.88,5.51,7.05,75.34,82.49,7.99,39.96
705,N,70.5,6.85,5.53,7.08,73.7,83.5,7.26,39.18
706,N,70.6,6.8,5.52,6.96,72.99,84.22,6.75,37.99
707,N,70.7,6.75,5.5,6.97,72.93,85.43,6.74,37.48
708,N,70.8,6.74,5.52,6.89,73.53,87.21,7.09,37.28
709,N,70.9,6.74,5.55,7.04,73.63,87.88,8.67,37.45
710,N,71.0,6.75,5.56,6.94,73.81,88.96,8.0,36.47
711,N,71.1,6.75,5.55,6.92,73.51,89.01,6.68,36.5
712,N,71.2,6.79,5.57,6.99,72.79,88.72,6.09,36.94
713,N,71.3,6.86,5.63,6.98,72.36,88.23,6.06,37.08
714,N,71.4,6.9,5.66,7.04,72.11,88.57,5.62,37.52
715,N,71.5,6.93,5.65,7.04,72.78,88.45,4.58,38.48
716,N,71.6,6.92,5.6,7.07,73.73,88.92,4.32,38.7
717,N,71.7,6.91,5.57,7.01,74.25,89.36,4.55,38.4
718,N,71.8,6.95,5.57,7.13,74.07,90.78,5.93,38.52
719,N,71.9,6.99,5.59,7.08,74.5,90.54,5.73,38.53
720,N,72.0,7.03,5.56,7.13,74.28,90.04,6.23,39.17
721,N,72.1,7.05,5.53,7.03,74.91,89.32,5.91,39.34
722,N,72.2,7.08,5.51,7.06,75.66,88.32,4.82,39.87
723,N,72.3,7.13,5.52,7.09,75.93,87.29,3.8,41.27
724,N,72.4,7.18,5.54,7.16,76.04,86.94,2.9,42.68
725,N,72.5,7.22,5.56,7.21,76.25,87.32,2.12,43.8
726,N,72.6,7.26,5.58,7.21,75.98,87.21,1.87,44.25
727,N,72.7,7.26,5.56,7.29,76.87,86.45,2.97,44.49
728,N,72.8,7.29,5.57,7.17,76.96,84.61,3.8,44.38
729,N,72.9,7.3,5.56,7.21,77.02,83.9,5.0,44.7
730,N,73.0,7.3,5.54,7.12,76.81,83.43,4.21,44.91
731,N,73.1,7.27,5.5,7.08,76.64,83.28,2.73,44.91
732,N,73.2,7.2,5.44,7.08,75.95,82.15,2.31,44.77
733,N,73.3,7.15,5.41,7.05,75.77,81.91,1.51,45.21
734,N,73.4,7.11,5.4,7.11,76.09,81.2,2.9,44.65
735,N,73.5,7.07,5.38,6.97,76.78,81.03,3.72,43.49
736,N,73.6,7.0,5.36,6.98,77.7,80.06,5.16,42.51
737,N,73.7,6.96,5.38,7.06,78.01,79.27,6.95,42.21
738,N,73.8,6.94,5.42,7.02,77.91,79.83,8.39,41.34
739,N,73.9,6.93,5.46,7.1,78.05,81.03,9.89,40.77
740,N,74.0,6.88,5.47,7.11,78.68,81.14,11.42,40.7
741,N,74.1,6.9,5.52,7.14,79.31,81.07,10.46,40.54
742,N,74.2,6.93,5.56,7.12,79.31,81.64,9.66,40.38
743,N,74.3,6.88,5.54,7.11,79.32,82.39,8.33,40.18
744,N,74.4,6.86,5.51,6.99,78.53,82.49,6.88,39.91
745,N,74.5,6.86,5.5,6.92,77.08,82.69,5.28,39.93
746,N,74.6,6.83,5.48,6.9,76.22,84.3,4.94,40.15
747,N,74.7,6.8,5.42,6.87,75.16,85.41,5.94,39.89
748,N,74.8,6.73,5.34,6.76,74.61,86.68,5.22,39.15
749,N,74.9,6.74,5.33,6.72,75.33,87.78,5.17,39.24
750,N,75.0,6.8,5.37,6.77,75.15,88.38,5.69,39.17
751,N,75.1,6.83,5.39,6.89,74.22,89.4,6.63,39.26
752,N,75.2,6.89,5.42,6.97,73.73,90.18,6.95,39.57
753,N,75.3,6.92,5.45,7.0,73.53,89.88,7.28,39.86
754,N,75.4,6.96,5.46,7.02,72.89,89.8,6.97,40.47
755,N,75.5,7.01,5.47,7.07,72.33,89.74,7.2,41.1
756,N,75.6,7.03,5.5,7.13,72.02,89.92,8.26,41.45
757,N,75.7,7.07,5.54,7.15,72.41,89.96,7.43,41.22
758,N,75.8,7.1,5.55,7.19,73.11,89.96,7.22,41.31
759,N,75.9,7.12,5.56,7.25,72.58,89.56,6.5,41.6
760,N,76.0,7.18,5.62,7.32,72.49,89.5,5.24,42.05
761,N,76.1,7.28,5.68,7.32,73.08,88.58,3.93,42.22
762,N,76.2,7.26,5.66,7.27,73.18,87.57,2.94,42.19
763,N,76.3,7.23,5.62,7.23,73.41,87.06,2.96,42.77
764,N,76.4,7.21,5.61,7.24,74.16,85.67,1.74,42.73
765,N,76.5,7.21,5.63,7.16,73.99,85.35,0.83,42.21
766,N,76.6,7.16,5.63,7.12,74.61,85.55,0.98,41.71
767,N,76.7,7.08,5.59,7.14,75.63,84.57,3.24,41.07
768,N,76.8,7.07,5.6,7.09,76.3,84.1,3.82,40.41
769,N,76.9,7.08,5.64,7.06,76.23,82.99,2.28,39.94
770,N,77.0,7.07,5.67,7.17,76.58,81.73,2.39,39.65
771,N,77.1,7.06,5.68,7.11,76.11,81.36,0.94,39.61
772,N,77.2,7.06,5.67,7.09,75.56,80.59,1.85,39.09
773,N,77.3,7.03,5.66,7.08,75.35,80.2,2.86,39.24
774,N,77.4,6.98,5.64,7.13,75.07,80.07,2.31,39.15
775,N,77.5,6.95,5.61,7.08,74.58,79.62,3.09,38.82
776,N,77.6,6.94,5.6,7.08,75.65,80.25,3.86,38.61
777,N,77.7,6.9,5.59,7.11,75.52,79.74,4.43,38.77
778,N,77.8,6.91,5.57,7.1,74.97,78.66,5.05,38.76
779,N,77.9,6.9,5.54,7.16,74.99,78.73,6.28,39.57
780,N,78.0,6.93,5.54,7.15,74.81,80.14,6.74,40.59
781,N,78.1,6.96,5.52,7.11,74.57,80.68,7.67,40.98
782,N,78.2,6.94,5.46,7.07,74.91,81.67,7.64,41.39
783,N,78.3,6.94,5.42,7.09,75.17,81.73,7.84,42.25
784,N,78.4,6.94,5.41,7.18,75.09,81.68,8.82,43.08
785,N,78.5,6.97,5.38,7.03,75.21,83.38,8.11,42.96
786,N,78.6,6.95,5.34,6.97,75.04,85.68,8.49,43.05
787,N,78.7,6.98,5.35,6.98,74.46,87.3,8.72,43.56
788,N,78.8,7.02,5.36,7.1,73.57,88.06,8.61,44.39
789,N,78.9,7.04,5.37,7.09,73.7,88.4,9.19,44.06
790,N,79.0,7.05,5.39,7.09,74.32,89.31,9.09,43.68
791,N,79.1,7.07,5.4,7.05,74.95,90.21,8.59,43.25
792,N,79.2,7.1,5.41,7.07,74.99,91.3,9.54,43.27
793,N,79.3,7.1,5.44,7.14,75.46,91.79,8.82,43.09
794,N,79.4,7.07,5.43,7.04,75.47,92.15,7.84,42.39
795,N,79.5,7.05,5.43,7.05,74.99,92.66,7.9,41.48
796,N,79.6,7.07,5.48,7.04,74.95,92.34,6.64,41.3
797,N,79.7,7.09,5.53,7.05,75.75,90.8,6.18,41.12
798,N,79.8,7.08,5.55,7.09,76.21,90.72,6.18,41.1
799,N,79.9,7.09,5.57,7.06,76.98,90.44,5.78,40.26
800,N,80.0,7.08,5.62,7.1,77.65,90.89,3.94,39.51
801,N,80.1,7.08,5.66,7.09,78.29,90.92,3.42,39.04
802,N,80.2,7.08,5.67,7.12,78.32,89.74,2.04,39.21
803,N,80.3,7.08,5.69,7.14,78.69,88.41,2.82,39.0
804,N,80.4,7.06,5.71,7.1,78.75,88.4,2.59,38.45
805,N,80.5,7.03,5.7,6.99,78.67,86.98,1.53,37.92
806,N,80.6,7.02,5.7,7.07,77.85,85.1,1.84,38.38
807,N,80.7,7.0,5.71,7.11,77.11,84.21,2.66,39.04
808,N,80.8,7.01,5.7,7.1,76.38,83.78,2.68,38.91
809,N,80.9,7.01,5.71,7.13,75.54,83.57,1.72,38.56
810,N,81.0,7.01,5.72,7.14,74.48,82.07,1.77,38.67
811,N,81.1,7.02,5.71,7.18,74.1,80.77,2.2,38.84
812,N,81.2,7.02,5.69,7.2,73.27,79.44,3.69,39.27
813,N,81.3,6.98,5.64,7.25,72.15,78.62,4.75,39.77
814,N,81.4,6.94,5.57,7.12,71.56,79.08,4.76,39.36
815,N,81.5,6.94,5.54,7.1,71.47,79.41,5.22,39.47
816,N,81.6,6.95,5.54,7.23,71.34,78.62,6.58,40.37
817,N,81.7,6.96,5.54,7.31,71.93,79.24,7.62,40.8
818,N,81.8,7.0,5.55,7.24,72.98,80.13,6.95,40.7
819,N,81.9,7.02,5.56,7.19,73.3,79.73,7.16,41.07
820,N,82.0,7.05,5.54,7.3,73.41,80.72,7.11,42.16
821,N,82.1,7.05,5.51,7.22,73.45,83.07,6.02,42.7
822,N,82.2,7.06,5.48,7.15,73.47,83.31,5.27,43.13
823,N,82.3,7.05,5.45,7.1,73.72,83.81,5.18,42.78
824,N,82.4,7.05,5.44,7.01,74.55,85.19,4.14,42.77
825,N,82.5,7.07,5.46,7.02,75.52,85.97,4.71,43.11
826,N,82.6,7.07,5.45,7.07,76.49,86.47,4.73,43.21
827,N,82.7,7.04,5.41,6.94,77.38,87.83,4.25,42.86
828,N,82.8,7.02,5.39,6.89,77.68,89.75,4.26,42.88
829,N,82.9,7.02,5.38,6.92,76.94,90.49,5.14,42.73
830,N,83.0,7.05,5.4,6.93,77.26,90.65,6.09,42.66
831,N,83.1,7.08,5.43,6.99,77.76,90.55,6.73,42.55
832,N,83.2,7.08,5.43,6.98,78.47,90.92,6.87,42.35
833,N,83.3,7.07,5.42,7.05,78.77,91.32,8.85,42.0
834,N,83.4,7.1,5.46,6.99,78.59,93.01,9.26,41.24
835,N,83.5,7.1,5.5,7.04,78.38,94.64,8.71,41.19
836,N,83.6,7.09,5.51,7.12,78.01,95.01,9.61,41.69
837,N,83.7,7.07,5.51,7.15,77.94,94.14,9.67,41.55
838,N,83.8,7.02,5.52,7.09,79.46,93.01,8.58,41.04
839,N,83.9,7.06,5.57,7.06,79.54,91.71,8.56,40.6
840,N,84.0,7.08,5.62,7.12,78.72,91.01,8.28,40.37
841,N,84.1,7.08,5.65,7.15,78.74,91.12,6.61,40.57
842,N,84.2,7.06,5.64,7.13,78.43,89.78,5.61,39.89
843,N,84.3,6.99,5.61,7.04,77.78,87.88,3.36,39.21
844,N,84.4,6.97,5.63,6.96,78.36,86.5,2.46,38.86
845,N,84.5,6.94,5.61,6.95,78.17,85.49,2.44,39.22
846,N,84.6,6.9,5.55,6.91,77.58,83.68,3.53,39.24
847,N,84.7,6.83,5.48,6.82,76.13,83.08,2.48,38.36
848,N,84.8,6.8,5.44,6.76,74.4,82.05,1.44,37.86
849,N,84.9,6.86,5.49,6.95,73.28,81.03,1.72,38.34
850,N,85.0,6.87,5.52,7.08,72.27,79.97,2.94,38.78
851,N,85.1,6.92,5.54,7.11,73.15,79.62,4.65,39.19
852,N,85.2,6.96,5.58,7.13,74.35,78.78,5.18,39.48
853,N,85.3,6.99,5.6,7.29,74.39,79.28,6.46,40.49
854,N,85.4,7.06,5.63,7.43,72.98,79.48,7.84,41.52
855,N,85.5,7.14,5.7,7.48,71.6,79.82,8.15,41.86
856,N,85.6,7.19,5.73,7.5,70.91,79.42,7.51,42.02
857,N,85.7,7.18,5.69,7.42,70.53,79.16,6.83,41.81
858,N,85.8,7.14,5.62,7.38,71.21,79.38,5.98,42.14
859,N,85.9,7.12,5.58,7.26,72.48,79.74,4.41,42.7
860,N,86.0,7.14,5.56,7.18,72.21,80.82,3.44,43.39
861,N,86.1,7.1,5.49,7.09,71.9,82.24,2.2,43.37
862,N,86.2,7.03,5.42,7.07,71.69,82.75,2.31,43.14
863,N,86.3,7.06,5.43,7.06,72.18,82.89,2.21,43.08
864,N,86.4,7.08,5.45,6.92,73.31,82.96,0.7,42.51
865,N,86.5,7.08,5.44,6.93,75.54,82.94,1.11,41.77
866,N,86.6,7.05,5.44,6.93,77.87,84.03,2.73,41.26
867,N,86.7,7.08,5.5,7.04,79.24,85.68,3.81,41.63
868,N,86.8,7.08,5.55,7.03,80.14,87.42,5.55,41.24
869,N,86.9,7.05,5.54,7.08,80.98,88.46,6.9,41.0
870,N,87.0,7.03,5.52,7.14,81.37,89.38,7.65,41.57
871,N,87.1,7.08,5.57,7.07,82.48,89.9,7.7,41.55
872,N,87.2,7.14,5.62,7.04,83.43,89.67,7.43,40.76
873,N,87.3,7.14,5.62,7.11,83.28,89.33,7.69,40.7
874,N,87.4,7.14,5.61,7.12,82.45,89.99,8.37,40.98
875,N,87.5,7.11,5.59,7.11,81.89,90.77,7.48,41.17
876,N,87.6,7.09,5.55,7.1,81.15,91.41,6.92,41.13
877,N,87.7,7.01,5.47,6.98,81.06,91.78,7.09,41.59
878,N,87.8,6.94,5.38,6.78,81.31,91.62,6.52,41.37
879,N,87.9,6.91,5.32,6.7,80.89,90.53,5.71,41.41
880,N,88.0,6.88,5.29,6.7,79.87,89.6,6.14,41.49
881,N,88.1,6.88,5.3,6.68,78.83,89.19,6.55,41.0
882,N,88.2,6.88,5.32,6.74,77.58,88.25,6.1,40.72
883,N,88.3,6.93,5.34,6.88,76.5,88.04,7.03,41.61
884,N,88.4,6.92,5.35,6.88,77.0,88.0,6.82,41.96
885,N,88.5,6.97,5.39,6.95,77.03,87.08,6.62,42.61
886,N,88.6,7.0,5.43,7.03,76.8,86.06,7.61,42.62
887,N,88.7,7.0,5.46,7.22,76.62,85.21,9.18,42.74
888,N,88.8,7.07,5.55,7.25,74.68,84.55,9.29,42.7
889,N,88.9,7.12,5.63,7.32,73.47,84.01,9.37,41.8
890,N,89.0,7.11,5.63,7.36,73.61,82.58,8.76,41.51
891,N,89.1,7.07,5.6,7.32,72.88,81.96,7.73,41.65
892,N,89.2,7.04,5.58,7.32,72.73,81.22,7.27,41.16
893,N,89.3,6.98,5.55,7.16,72.93,80.41,4.84,40.65
894,N,89.4,6.98,5.55,7.16,72.03,80.25,4.18,40.83
895,N,89.5,7.0,5.57,7.17,70.83,79.49,3.07,40.59
896,N,89.6,6.99,5.58,7.21,70.16,79.53,2.57,40.05
897,N,89.7,7.0,5.58,7.09,69.91,79.88,2.29,39.02
898,N,89.8,7.0,5.6,7.07,70.11,79.29,3.6,38.72
899,N,89.9,7.01,5.62,7.04,71.09,79.26,4.35,38.89
900,N,90.0,6.98,5.62,7.09,72.01,80.03,3.36,38.74
901,N,90.1,7.0,5.65,7.02,72.98,80.09,3.75,38.64
902,N,90.2,7.0,5.7,7.08,73.25,80.53,3.33,38.87
903,N,90.3,7.06,5.75,7.19,74.08,81.31,2.19,39.2
904,N,90.4,7.13,5.82,7.24,74.95,82.44,1.37,39.13
905,N,90.5,7.19,5.88,7.36,75.6,81.34,0.87,39.15
906,N,90.6,7.22,5.91,7.33,76.54,81.81,2.6,39.13
907,N,90.7,7.19,5.86,7.32,77.2,82.57,3.21,38.59
908,N,90.8,7.18,5.82,7.38,77.21,84.6,5.15,39.28
909,N,90.9,7.17,5.79,7.41,77.41,85.25,5.71,40.93
910,N,91.0,7.15,5.71,7.31,77.17,85.8,5.98,41.21
911,N,91.1,7.08,5.6,7.11,77.32,87.15,5.71,40.55
912,N,91.2,6.99,5.5,7.07,77.54,87.67,5.92,40.77
913,N,91.3,7.01,5.46,6.91,76.91,87.36,5.33,40.67
914,N,91.4,6.98,5.41,6.84,76.54,87.87,5.46,40.77
915,N,91.5,6.92,5.36,6.83,76.61,88.65,6.52,41.29
916,N,91.6,6.92,5.34,6.87,76.26,90.19,7.11,41.52
917,N,91.7,6.89,5.28,6.81,76.84,91.66,7.25,41.7
918,N,91.8,6.88,5.28,6.81,78.08,92.07,7.87,42.11
919,N,91.9,6.94,5.33,6.93,78.09,91.94,10.2,42.94
920,N,92.0,6.97,5.36,6.91,78.15,92.06,10.41,42.69
921,N,92.1,6.96,5.37,6.98,78.8,91.57,10.93,42.2
922,N,92.2,6.96,5.38,6.96,78.72,91.13,10.93,42.21
923,N,92.3,6.98,5.38,6.91,78.66,90.52,10.68,42.2
924,N,92.4,6.93,5.34,6.99,78.93,90.17,11.02,43.01
925,N,92.5,6.91,5.32,6.96,79.3,89.24,11.17,43.5
926,N,92.6,6.92,5.31,6.92,79.49,88.02,10.57,43.21
927,N,92.7,6.86,5.24,6.8,79.77,86.41,9.11,42.24
928,N,92.8,6.88,5.23,6.87,79.52,85.07,10.2,42.25
929,N,92.9,6.91,5.28,6.91,78.5,84.69,9.13,42.05
930,N,93.0,6.97,5.31,6.88,77.67,85.04,7.98,41.49
931,N,93.1,6.97,5.32,6.94,77.8,84.79,8.17,41.79
932,N,93.2,6.99,5.35,7.02,77.06,84.18,7.08,42.7
